textid	target	model	tokenizer	predicted	prob	condition
ex17008	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.669103741645813	subsequence
ex17009	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5813921093940735	subsequence
ex17010	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5730821490287781	subsequence
ex17011	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.7181299328804016	subsequence
ex17012	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6002815365791321	subsequence
ex17013	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6630929112434387	subsequence
ex17014	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.7440494894981384	subsequence
ex17015	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.4865643680095672	subsequence
ex17016	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6868417263031006	subsequence
ex17017	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6550791263580322	subsequence
ex17018	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6821777820587158	subsequence
ex17019	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.4987479448318481	subsequence
ex17020	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5139052867889404	subsequence
ex17021	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6425473093986511	subsequence
ex17022	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.7258041501045227	subsequence
ex17023	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.7343501448631287	subsequence
ex17024	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4917696714401245	subsequence
ex17025	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.7328909635543823	subsequence
ex17026	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5658872723579407	subsequence
ex17027	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5886045098304749	subsequence
ex17028	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.8976327776908875	subsequence
ex17029	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6569629311561584	subsequence
ex17030	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.7754223942756653	subsequence
ex17031	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.7923157811164856	subsequence
ex17032	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.4953129291534424	subsequence
ex17033	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.7865967154502869	subsequence
ex17034	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.8234432935714722	subsequence
ex17035	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6534194946289062	subsequence
ex17036	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5098793506622314	subsequence
ex17037	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.7393026351928711	subsequence
ex17038	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6152374148368835	subsequence
ex17039	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.851786732673645	subsequence
ex17040	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.901540219783783	subsequence
ex17041	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.8473657965660095	subsequence
ex17042	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6992591619491577	subsequence
ex17043	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6945068836212158	subsequence
ex17044	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4452938735485077	subsequence
ex17045	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5292811393737793	subsequence
ex17046	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.8484063744544983	subsequence
ex17047	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.7137109041213989	subsequence
ex17048	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5661877989768982	subsequence
ex17049	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5099437236785889	subsequence
ex17050	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.8147233128547668	subsequence
ex17051	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.7697768807411194	subsequence
ex17052	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5309470295906067	subsequence
ex17053	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.9050055742263794	subsequence
ex17054	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.4791868329048157	subsequence
ex17055	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.4984802007675171	subsequence
ex17056	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.8392369747161865	subsequence
ex17057	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5379810333251953	subsequence
ex17058	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6585970520973206	subsequence
ex17059	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5733665227890015	subsequence
ex17060	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.612680971622467	subsequence
ex17061	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6049004793167114	subsequence
ex17062	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.8120842576026917	subsequence
ex17063	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6341183185577393	subsequence
ex17064	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5598824620246887	subsequence
ex17065	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.4956755042076111	subsequence
ex17066	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6413251757621765	subsequence
ex17067	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6341312527656555	subsequence
ex17068	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5900580883026123	subsequence
ex17069	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.823991060256958	subsequence
ex17070	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.7210005521774292	subsequence
ex17071	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6136236190795898	subsequence
ex17072	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4901939630508423	subsequence
ex17073	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.7572321891784668	subsequence
ex17074	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5641257166862488	subsequence
ex17075	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4816077351570129	subsequence
ex17076	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6579116582870483	subsequence
ex17077	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.8108770847320557	subsequence
ex17078	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4497318863868713	subsequence
ex17079	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6607624292373657	subsequence
ex17080	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6303816437721252	subsequence
ex17081	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5159599781036377	subsequence
ex17082	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5204355716705322	subsequence
ex17083	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6716694831848145	subsequence
ex17084	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5863135457038879	subsequence
ex17085	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.8788444399833679	subsequence
ex17086	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5616284608840942	subsequence
ex17087	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5525854825973511	subsequence
ex17088	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.482747733592987	subsequence
ex17089	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.7914382219314575	subsequence
ex17090	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6802650690078735	subsequence
ex17091	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.8789738416671753	subsequence
ex17092	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6490593552589417	subsequence
ex17093	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.415635198354721	subsequence
ex17094	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.7724555730819702	subsequence
ex17095	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.666922926902771	subsequence
ex17096	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5952370762825012	subsequence
ex17097	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.8785688877105713	subsequence
ex17098	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4836183488368988	subsequence
ex17099	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5639133453369141	subsequence
ex17100	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5083716511726379	subsequence
ex17101	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.786802351474762	subsequence
ex17102	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6762166023254395	subsequence
ex17103	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6869032979011536	subsequence
ex17104	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.7353774905204773	subsequence
ex17105	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6362806558609009	subsequence
ex17106	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6517733931541443	subsequence
ex17107	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.4500708878040313	subsequence
ex17108	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.4614195823669433	subsequence
ex17109	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5277336835861206	subsequence
ex17110	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6493099331855774	subsequence
ex17111	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6038432717323303	subsequence
ex17112	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.8002905249595642	subsequence
ex17113	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5014474987983704	subsequence
ex17114	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5317692160606384	subsequence
ex17115	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5820448994636536	subsequence
ex17116	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.528618335723877	subsequence
ex17117	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4939843416213989	subsequence
ex17118	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6719382405281067	subsequence
ex17119	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6334701776504517	subsequence
ex17120	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5744447708129883	subsequence
ex17121	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.8316232562065125	subsequence
ex17122	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.463045597076416	subsequence
ex17123	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.7717486619949341	subsequence
ex17124	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5170467495918274	subsequence
ex17125	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6061832904815674	subsequence
ex17126	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6365054249763489	subsequence
ex17127	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.4749327003955841	subsequence
ex17128	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.8161710500717163	subsequence
ex17129	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.7577467560768127	subsequence
ex17130	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.7656417489051819	subsequence
ex17131	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.8847863674163818	subsequence
ex17132	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.8432034850120544	subsequence
ex17133	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4942696392536163	subsequence
ex17134	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.7426308393478394	subsequence
ex17135	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5420705080032349	subsequence
ex17136	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.7670955061912537	subsequence
ex17137	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6018627882003784	subsequence
ex17138	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.4668225049972534	subsequence
ex17139	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4787223935127258	subsequence
ex17140	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.7714787125587463	subsequence
ex17141	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5649675726890564	subsequence
ex17142	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.7934315800666809	subsequence
ex17143	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.589063823223114	subsequence
ex17144	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6959528923034668	subsequence
ex17145	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.7184224724769592	subsequence
ex17146	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6469791531562805	subsequence
ex17147	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.547568142414093	subsequence
ex17148	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5849345922470093	subsequence
ex17149	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5416174530982971	subsequence
ex17150	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6374340653419495	subsequence
ex17151	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6093029975891113	subsequence
ex17152	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.7344537973403931	subsequence
ex17153	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5544241070747375	subsequence
ex17154	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5903766751289368	subsequence
ex17155	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.8178794384002686	subsequence
ex17156	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.7909148335456848	subsequence
ex17157	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5803165435791016	subsequence
ex17158	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6400636434555054	subsequence
ex17159	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5449633598327637	subsequence
ex17160	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6950495839118958	subsequence
ex17161	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5231824517250061	subsequence
ex17162	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.8057470321655273	subsequence
ex17163	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.7927535176277161	subsequence
ex17164	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5352926254272461	subsequence
ex17165	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5318248271942139	subsequence
ex17166	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.8105151653289795	subsequence
ex17167	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.7986405491828918	subsequence
ex17168	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6200956702232361	subsequence
ex17169	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5498406291007996	subsequence
ex17170	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6078771948814392	subsequence
ex17171	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.688219428062439	subsequence
ex17172	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6690576076507568	subsequence
ex17173	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5143675208091736	subsequence
ex17174	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.7719487547874451	subsequence
ex17175	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.923542022705078	subsequence
ex17176	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6481315493583679	subsequence
ex17177	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5249459147453308	subsequence
ex17178	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.8328664898872375	subsequence
ex17179	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.8171328902244568	subsequence
ex17180	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.9550420641899108	subsequence
ex17181	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5644258856773376	subsequence
ex17182	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6154826879501343	subsequence
ex17183	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.7677177786827087	subsequence
ex17184	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5121957063674927	subsequence
ex17185	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.9082750082015992	subsequence
ex17186	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.661145031452179	subsequence
ex17187	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.7589953541755676	subsequence
ex17188	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4690433144569397	subsequence
ex17189	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.7269357442855835	subsequence
ex17190	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5303611755371094	subsequence
ex17191	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5496801137924194	subsequence
ex17192	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.905648708343506	subsequence
ex17193	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.7306873798370361	subsequence
ex17194	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.7009986042976379	subsequence
ex17195	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.7464872598648071	subsequence
ex17196	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5884154438972473	subsequence
ex17197	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5849010348320007	subsequence
ex17198	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.7204666137695312	subsequence
ex17199	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.8780868053436279	subsequence
ex17200	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6091002821922302	subsequence
ex17201	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.8064665794372559	subsequence
ex17202	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5446028709411621	subsequence
ex17203	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6178761720657349	subsequence
ex17204	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.7419146299362183	subsequence
ex17205	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.504976749420166	subsequence
ex17206	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6320503950119019	subsequence
ex17207	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.794427752494812	subsequence
ex17208	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.8020325899124146	subsequence
ex17209	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.7539156079292297	subsequence
ex17210	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4703118503093719	subsequence
ex17211	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6071885228157043	subsequence
ex17212	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.9068129062652588	subsequence
ex17213	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5217471122741699	subsequence
ex17214	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6728221774101257	subsequence
ex17215	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.812711238861084	subsequence
ex17216	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.4674767255783081	subsequence
ex17217	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.589123010635376	subsequence
ex17218	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4812803566455841	subsequence
ex17219	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.7240016460418701	subsequence
ex17220	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.7188097834587097	subsequence
ex17221	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5433366298675537	subsequence
ex17222	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.8606441020965576	subsequence
ex17223	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6315353512763977	subsequence
ex17224	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6075925230979919	subsequence
ex17225	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5581895709037781	subsequence
ex17226	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.8445391654968262	subsequence
ex17227	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5417290925979614	subsequence
ex17228	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5404637455940247	subsequence
ex17229	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.7419335842132568	subsequence
ex17230	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.8751003742218018	subsequence
ex17231	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6768194437026978	subsequence
ex17232	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.8124774098396301	subsequence
ex17233	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4934194386005401	subsequence
ex17234	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6966533660888672	subsequence
ex17235	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5349887609481812	subsequence
ex17236	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5156102776527405	subsequence
ex17237	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6550645232200623	subsequence
ex17238	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6284754276275635	subsequence
ex17239	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5826996564865112	subsequence
ex17240	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.7827080488204956	subsequence
ex17241	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.8641955256462097	subsequence
ex17242	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.8408821225166321	subsequence
ex17243	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6600844860076904	subsequence
ex17244	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6053555607795715	subsequence
ex17245	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.7356133460998535	subsequence
ex17246	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6498706936836243	subsequence
ex17247	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4697486758232116	subsequence
ex17248	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.7411452531814575	subsequence
ex17249	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4817164242267608	subsequence
ex17250	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6416731476783752	subsequence
ex17251	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5692877173423767	subsequence
ex17252	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6120014190673828	subsequence
ex17253	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6057620644569397	subsequence
ex17254	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5454343557357788	subsequence
ex17255	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5095716118812561	subsequence
ex17256	entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5068764090538025	subsequence
